Date,State,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,"Populations (White, Black, LatinX, Asian, AIAN, NHPI, Multiracial)",,,,,,,,,,,
20200624,NC,711,411,0,19,13,4,0,0,,,,,,,,,,,0
20200624,ND,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200624,NE,114,10,0,9,1,0,0,0,,,,,,,,,,,0
20200624,NH,259,6,10,3,0,0,0,0,,,,,,,,,,,0
20200624,NJ,6885,2331,2593,710,0,0,0,0,,,,,,,,,,,0
20200624,NM,98,4,59,1,236,0,0,0,,,,,,,,,,,0
20200624,NV,227,58,77,69,3,0,0,0,,,,,,,,,,,0
20200624,NY,8186,5983,6333,1605,0,0,0,0,,,,,,,,,,,0
20200624,OH,2150,510,0,29,0,0,33,0,,,,,,,,,,,0
20200624,OK,283,28,0,6,26,0,0,0,,,,,,,,,,,0
20200624,OR,141,6,0,9,3,4,2,0,,,,,,,,,,,0
20200624,PA,4566,1368,0,146,0,0,0,0,,,,,,,,,,,0
20200624,PR,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200624,RI,608,46,78,0,0,0,0,0,,,,,,,,,,,0
20200624,SC,303,303,0,6,0,0,0,0,,,,,,,,,,,0
20200624,SD,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200624,TN,313,186,0,11,0,0,0,0,,,,,,,,,,,0
20200624,TX,269,85,171,13,0,0,0,0,,,,,,,,,,,0
20200624,UT,90,5,38,8,8,10,0,0,,,,,,,,,,,0
20200624,VA,903,361,177,98,2,0,0,0,,,,,,,,,,,0
20200624,VI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200624,VT,53,0,0,2,0,0,0,0,,,,,,,,,,,0
20200624,WA,862,40,149,108,17,12,16,0,,,,,,,,,,,0
20200624,WI,524,180,0,22,10,0,0,0,,,,,,,,,,,0
20200624,WV,58,3,0,0,0,0,0,0,,,,,,,,,,,0
20200624,WY,9,0,1,0,9,0,0,0,,,,,,,,,,,0
20200628,AK,9,0,0,2,2,1,0,0,,,,,,,,,,,0
20200628,AL,440,413,0,4,0,0,0,0,,,,,,,,,,,0
20200628,AR,139,67,0,2,0,24,0,0,,,,,,,,,,,0
20200628,AS,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200628,AZ,691,46,339,17,283,0,0,0,,,,,,,,,,,0
20200628,CA,1868,533,2348,831,18,22,34,0,,,,,,,,,,,0
20200628,CO,1049,108,355,56,8,6,20,0,,,,,,,,,,,0
20200628,CT,3151,642,373,45,0,0,0,0,,,,,,,,,,,0
20200628,DC,60,404,73,8,0,0,0,0,,,,,,,,,,,0
20200628,DE,318,130,31,1,0,0,0,0,,,,,,,,,,,0
20200628,FL,1653,707,854,0,0,0,0,0,,,,,,,,,,,0
20200628,GA,1254,1312,135,44,3,5,0,0,,,,,,,,,,,0
20200628,GU,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200628,HI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200628,IA,564,34,0,23,5,12,0,0,,,,,,,,,,,0
20200628,ID,85,1,0,2,1,0,0,0,,,,,,,,,,,0
20200628,IL,3061,1923,1417,325,9,6,0,0,,,,,,,,,,,0
20200628,IN,1565,355,0,13,0,0,0,0,,,,,,,,,,,0
20200628,KS,185,61,0,9,2,0,0,0,,,,,,,,,,,0
20200628,KY,421,83,0,7,0,0,8,0,,,,,,,,,,,0
20200628,LA,1412,1655,0,23,3,2,0,0,,,,,,,,,,,0
20200628,MA,5980,668,564,217,0,0,0,0,,,,,,,,,,,0
20200628,MD,1351,1283,344,125,0,0,0,0,,,,,,,,,,,0
20200628,ME,92,2,0,0,0,0,0,0,,,,,,,,,,,0
20200628,MI,3181,2446,0,79,19,0,98,0,,,,,,,,,,,0
20200628,MN,1048,115,0,47,22,3,7,0,,,,,,,,,,,0
20200628,MO,580,351,0,0,0,0,8,0,,,,,,,,,,,0
20200628,MP,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200628,MS,428,523,16,0,61,0,0,0,,,,,,,,,,,0
20200628,MT,13,0,0,0,5,0,0,0,,,,,,,,,,,0
20200628,NC,742,426,0,19,15,4,0,0,,,,,,,,,,,0
20200628,ND,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200628,NE,114,10,0,9,1,0,0,0,,,,,,,,,,,0
20200628,NH,275,7,10,3,0,0,0,0,,,,,,,,,,,0
20200628,NJ,6952,2356,2613,716,0,0,0,0,,,,,,,,,,,0
20200628,NM,98,4,59,1,236,0,0,0,,,,,,,,,,,0
20200628,NV,228,58,78,70,3,0,0,0,,,,,,,,,,,0
20200628,NY,8244,6034,6378,1618,0,0,0,0,,,,,,,,,,,0
20200628,OH,2179,523,0,30,1,1,35,0,,,,,,,,,,,0
20200628,OK,291,28,0,7,27,0,0,0,,,,,,,,,,,0
20200628,OR,143,6,0,9,3,4,2,0,,,,,,,,,,,0
20200628,PA,4566,1368,0,146,0,0,0,0,,,,,,,,,,,0
20200628,PR,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200628,RI,608,46,78,0,0,0,0,0,,,,,,,,,,,0
20200628,SC,311,311,0,6,0,0,0,0,,,,,,,,,,,0
20200628,SD,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200628,TN,335,201,0,11,0,1,0,0,,,,,,,,,,,0
20200628,TX,269,85,171,13,0,0,0,0,,,,,,,,,,,0
20200628,UT,93,5,38,8,9,10,0,0,,,,,,,,,,,0
20200628,VA,942,376,189,100,2,0,0,0,,,,,,,,,,,0
20200628,VI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200628,VT,53,0,0,2,0,0,0,0,,,,,,,,,,,0
20200628,WA,875,40,154,110,18,12,16,0,,,,,,,,,,,0
20200628,WI,538,183,0,23,10,0,0,0,,,,,,,,,,,0
20200628,WV,58,3,0,0,0,0,0,0,,,,,,,,,,,0
20200628,WY,8,0,1,0,9,0,0,0,,,,,,,,,,,0
20200701,AK,9,0,0,2,2,1,0,0,,,,,,,,,,,0
20200701,AL,469,431,0,4,0,0,0,0,,,,,,,,,,,0
20200701,AR,150,69,0,3,0,24,0,0,,,,,,,,,,,0
20200701,AS,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200701,AZ,735,49,373,17,293,0,0,0,,,,,,,,,,,0
20200701,CA,1902,556,2456,855,22,23,27,0,,,,,,,,,,,0
20200701,CO,1064,109,358,57,8,5,21,0,,,,,,,,,,,0
20200701,CT,3168,641,374,46,2,0,27,0,,,,,,,,,,,0
20200701,DC,60,407,73,8,0,0,0,0,,,,,,,,,,,0
20200701,DE,320,130,31,1,0,0,0,0,,,,,,,,,,,0
20200701,FL,1703,727,906,0,0,0,0,0,,,,,,,,,,,0
20200701,GA,1271,1331,142,47,3,5,0,0,,,,,,,,,,,0
20200701,GU,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200701,HI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200701,IA,573,34,0,23,5,11,0,0,,,,,,,,,,,0
20200701,ID,87,1,0,2,1,0,0,0,,,,,,,,,,,0
20200701,IL,3090,1934,1435,327,9,7,0,0,,,,,,,,,,,0
20200701,IN,1593,355,0,13,0,0,0,0,,,,,,,,,,,0
20200701,KS,191,61,0,9,2,0,0,0,,,,,,,,,,,0
20200701,KY,432,85,0,8,0,0,8,0,,,,,,,,,,,0
20200701,LA,1414,1630,0,22,4,5,0,0,,,,,,,,,,,0
20200701,MA,6020,662,557,210,0,0,0,0,,,,,,,,,,,0
20200701,MD,1375,1294,348,126,0,0,0,0,,,,,,,,,,,0
20200701,ME,94,2,0,0,0,0,0,0,,,,,,,,,,,0
20200701,MI,3204,2458,0,78,19,0,101,0,,,,,,,,,,,0
20200701,MN,1064,123,0,47,23,3,8,0,,,,,,,,,,,0
20200701,MO,587,360,0,0,0,0,9,0,,,,,,,,,,,0
20200701,MP,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200701,MS,442,544,18,0,67,0,0,0,,,,,,,,,,,0
20200701,MT,14,0,0,0,8,0,0,0,,,,,,,,,,,0
20200701,NC,775,436,0,19,17,4,0,0,,,,,,,,,,,0
20200701,ND,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200701,NE,212,21,0,15,8,0,0,0,,,,,,,,,,,0
20200701,NH,280,7,10,3,0,0,0,0,,,,,,,,,,,0
20200701,NJ,7011,2363,2638,723,0,0,0,0,,,,,,,,,,,0
20200701,NM,98,4,59,1,236,0,0,0,,,,,,,,,,,0
20200701,NV,233,59,81,71,3,0,0,0,,,,,,,,,,,0
20200701,NY,8455,6246,6553,1676,0,0,0,0,,,,,,,,,,,0
20200701,OH,2228,542,0,31,1,1,35,0,,,,,,,,,,,0
20200701,OK,295,28,0,8,27,0,0,0,,,,,,,,,,,0
20200701,OR,154,6,0,9,3,5,2,0,,,,,,,,,,,0
20200701,PA,4693,1426,0,150,0,0,0,0,,,,,,,,,,,0
20200701,PR,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200701,RI,629,47,81,0,0,0,0,0,,,,,,,,,,,0
20200701,SC,331,324,0,7,0,0,0,0,,,,,,,,,,,0
20200701,SD,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200701,TN,344,215,0,11,0,1,0,0,,,,,,,,,,,0
20200701,TX,269,85,171,13,0,0,0,0,,,,,,,,,,,0
20200701,UT,93,5,42,8,10,10,0,0,,,,,,,,,,,0
20200701,VA,971,387,196,103,2,0,0,0,,,,,,,,,,,0
20200701,VI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200701,VT,53,0,0,2,0,0,0,0,,,,,,,,,,,0
20200701,WA,896,43,162,111,21,12,16,0,,,,,,,,,,,0
20200701,WI,545,185,0,24,10,0,0,0,,,,,,,,,,,0
20200701,WV,58,3,0,0,0,0,0,0,,,,,,,,,,,0
20200701,WY,8,0,1,0,9,0,0,0,,,,,,,,,,,0
20200705,AK,10,0,0,2,3,1,0,0,,,,,,,,,,,0
20200705,AL,488,442,0,4,0,0,0,0,,,,,,,,,,,0
20200705,AR,156,70,0,3,0,26,0,0,,,,,,,,,,,0
20200705,AS,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200705,AZ,755,50,396,19,298,0,0,0,,,,,,,,,,,0
20200705,CA,1971,572,2588,880,23,25,34,0,,,,,,,,,,,0
20200705,CO,954,99,321,50,8,5,18,0,,,,,,,,,,,0
20200705,CT,3176,644,374,47,2,0,27,0,,,,,,,,,,,0
20200705,DC,60,412,74,8,0,0,0,0,,,,,,,,,,,0
20200705,DE,322,131,31,1,0,0,0,0,,,,,,,,,,,0
20200705,FL,1777,752,964,0,0,0,0,0,,,,,,,,,,,0
20200705,GA,1291,1345,146,47,3,5,0,0,,,,,,,,,,,0
20200705,GU,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200705,HI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200705,IA,574,35,0,22,4,11,0,0,,,,,,,,,,,0
20200705,ID,87,1,0,2,1,0,0,0,,,,,,,,,,,0
20200705,IL,3123,1958,1448,329,10,7,0,0,,,,,,,,,,,0
20200705,IN,1619,362,0,13,0,0,0,0,,,,,,,,,,,0
20200705,KS,195,61,0,9,2,0,0,0,,,,,,,,,,,0
20200705,KY,443,85,0,7,0,0,9,0,,,,,,,,,,,0
20200705,LA,1414,1630,0,22,4,5,0,0,,,,,,,,,,,0
20200705,MA,6133,669,570,214,0,0,0,0,,,,,,,,,,,0
20200705,MD,1392,1304,355,127,0,0,0,0,,,,,,,,,,,0
20200705,ME,94,2,0,0,0,0,0,0,,,,,,,,,,,0
20200705,MI,3217,2464,0,78,19,0,101,0,,,,,,,,,,,0
20200705,MN,1096,125,0,50,23,3,10,0,,,,,,,,,,,0
20200705,MO,596,362,0,0,0,0,9,0,,,,,,,,,,,0
20200705,MP,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200705,MS,454,553,18,0,69,0,0,0,,,,,,,,,,,0
20200705,MT,14,0,0,0,8,0,0,0,,,,,,,,,,,0
20200705,NC,782,445,0,20,16,4,0,0,,,,,,,,,,,0
20200705,ND,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200705,NE,219,21,0,16,8,0,0,0,,,,,,,,,,,0
20200705,NH,288,7,10,3,0,0,0,0,,,,,,,,,,,0
20200705,NJ,7089,2389,2653,728,0,0,0,0,,,,,,,,,,,0
20200705,NM,98,4,59,1,236,0,0,0,,,,,,,,,,,0
20200705,NV,238,63,83,75,3,0,0,0,,,,,,,,,,,0
20200705,NY,8494,6277,6573,1684,0,0,0,0,,,,,,,,,,,0
20200705,OH,2246,554,0,31,1,1,35,0,,,,,,,,,,,0
20200705,OK,299,29,0,8,30,0,0,0,,,,,,,,,,,0
20200705,OR,155,6,0,9,3,5,2,0,,,,,,,,,,,0
20200705,PA,4693,1426,0,150,0,0,0,0,,,,,,,,,,,0
20200705,PR,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200705,RI,641,48,81,0,0,0,0,0,,,,,,,,,,,0
20200705,SC,353,345,0,7,0,0,0,0,,,,,,,,,,,0
20200705,SD,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200705,TN,361,228,0,11,0,1,0,0,,,,,,,,,,,0
20200705,TX,298,87,195,14,0,0,0,0,,,,,,,,,,,0
20200705,UT,100,5,44,9,10,11,0,0,,,,,,,,,,,0
20200705,VA,996,410,203,104,2,0,1,0,,,,,,,,,,,0
20200705,VI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200705,VT,53,0,0,2,0,0,0,0,,,,,,,,,,,0
20200705,WA,901,45,163,112,23,12,16,0,,,,,,,,,,,0
20200705,WI,554,188,0,23,10,0,0,0,,,,,,,,,,,0
20200705,WV,58,3,0,0,0,0,0,0,,,,,,,,,,,0
20200705,WY,9,0,1,0,9,0,0,0,,,,,,,,,,,0
20200708,AK,11,0,0,2,3,1,0,0,,,,,,,,,,,0
20200708,AL,513,459,0,4,0,0,0,0,,,,,,,,,,,0
20200708,AR,165,74,0,3,0,27,0,0,,,,,,,,,,,0
20200708,AS,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200708,AZ,813,56,448,20,320,0,0,0,,,,,,,,,,,0
20200708,CA,2026,582,2715,892,23,28,33,0,,,,,,,,,,,0
20200708,CO,962,100,335,51,8,5,18,0,,,,,,,,,,,0
20200708,CT,3182,644,375,47,2,0,27,0,,,,,,,,,,,0
20200708,DC,60,417,74,8,0,0,0,0,,,,,,,,,,,0
20200708,DE,324,131,32,1,0,0,0,0,,,,,,,,,,,0
20200708,FL,1849,792,999,0,0,0,0,0,,,,,,,,,,,0
20200708,GA,1322,1365,152,47,3,6,0,0,,,,,,,,,,,0
20200708,GU,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200708,HI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200708,IA,586,36,0,23,4,11,0,0,,,,,,,,,,,0
20200708,ID,93,1,0,2,1,0,0,0,,,,,,,,,,,0
20200708,IL,3163,1967,1460,337,10,8,0,0,,,,,,,,,,,0
20200708,IN,1644,368,0,13,0,0,0,0,,,,,,,,,,,0
20200708,KS,198,61,0,9,2,0,0,0,,,,,,,,,,,0
20200708,KY,463,87,0,7,0,0,11,0,,,,,,,,,,,0
20200708,LA,1468,1671,0,23,4,5,0,0,,,,,,,,,,,0
20200708,MA,6174,675,572,215,0,0,0,0,,,,,,,,,,,0
20200708,MD,1409,1317,364,128,0,0,0,0,,,,,,,,,,,0
20200708,ME,95,2,0,0,0,0,0,0,,,,,,,,,,,0
20200708,MI,3249,2474,0,79,19,0,101,0,,,,,,,,,,,0
20200708,MN,1134,131,0,53,23,3,10,0,,,,,,,,,,,0
20200708,MO,610,365,0,0,0,0,8,0,,,,,,,,,,,0
20200708,MP,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200708,MS,488,595,20,0,71,0,0,0,,,,,,,,,,,0
20200708,MT,14,0,0,0,8,0,0,0,,,,,,,,,,,0
20200708,NC,805,457,0,21,20,4,0,0,,,,,,,,,,,0
20200708,ND,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200708,NE,219,21,0,16,8,0,0,0,,,,,,,,,,,0
20200708,NH,290,7,10,3,0,0,0,0,,,,,,,,,,,0
20200708,NJ,7168,2412,2672,729,0,0,0,0,,,,,,,,,,,0
20200708,NM,98,4,59,1,236,0,0,0,,,,,,,,,,,0
20200708,NV,247,64,84,77,3,0,0,0,,,,,,,,,,,0
20200708,NY,8506,6295,6591,1683,0,0,0,0,,,,,,,,,,,0
20200708,OH,2297,572,0,31,1,1,35,0,,,,,,,,,,,0
20200708,OK,307,29,0,8,30,0,0,0,,,,,,,,,,,0
20200708,OR,165,6,0,9,3,6,2,0,,,,,,,,,,,0
20200708,PA,4693,1426,0,150,0,0,0,0,,,,,,,,,,,0
20200708,PR,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200708,RI,641,48,81,0,0,0,0,0,,,,,,,,,,,0
20200708,SC,384,360,0,8,0,0,0,0,,,,,,,,,,,0
20200708,SD,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200708,TN,386,241,0,12,0,1,0,0,,,,,,,,,,,0
20200708,TX,303,89,198,14,0,0,0,0,,,,,,,,,,,0
20200708,UT,108,5,48,10,12,12,0,0,,,,,,,,,,,0
20200708,VA,1032,427,204,108,2,0,1,0,,,,,,,,,,,0
20200708,VI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200708,VT,53,0,0,2,0,0,0,0,,,,,,,,,,,0
20200708,WA,915,45,166,113,26,12,16,0,,,,,,,,,,,0
20200708,WI,565,194,0,23,10,0,0,0,,,,,,,,,,,0
20200708,WV,58,3,0,0,0,0,0,0,,,,,,,,,,,0
20200708,WY,9,0,1,0,9,0,0,0,,,,,,,,,,,0
20200712,AK,11,0,0,2,3,1,0,0,,,,,,,,,,,0
20200712,AL,543,479,0,4,0,0,0,0,,,,,,,,,,,0
20200712,AR,171,78,0,3,0,27,0,0,,,,,,,,,,,0
20200712,AS,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200712,AZ,907,64,540,24,344,0,0,0,,,,,,,,,,,0
20200712,CA,2140,613,3020,933,25,33,40,0,,,,,,,,,,,0
20200712,CO,981,107,343,53,8,5,19,0,,,,,,,,,,,0
20200712,CT,3184,646,376,47,2,0,27,0,,,,,,,,,,,0
20200712,DC,60,421,74,8,0,0,0,0,,,,,,,,,,,0
20200712,DE,324,132,32,1,0,0,0,0,,,,,,,,,,,0
20200712,FL,1993,864,1102,0,0,0,0,0,,,,,,,,,,,0
20200712,GA,1365,1391,162,48,4,6,0,0,,,,,,,,,,,0
20200712,GU,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200712,HI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200712,IA,599,36,0,24,5,12,0,0,,,,,,,,,,,0
20200712,ID,96,1,0,2,1,0,0,0,,,,,,,,,,,0
20200712,IL,3199,1990,1482,343,10,8,0,0,,,,,,,,,,,0
20200712,IN,1662,370,0,13,0,0,0,0,,,,,,,,,,,0
20200712,KS,198,61,0,9,2,0,0,0,,,,,,,,,,,0
20200712,KY,475,88,0,8,0,0,12,0,,,,,,,,,,,0
20200712,LA,1468,1671,0,23,4,5,0,0,,,,,,,,,,,0
20200712,MA,6240,684,575,215,0,0,0,0,,,,,,,,,,,0
20200712,MD,1424,1344,369,129,0,0,0,0,,,,,,,,,,,0
20200712,ME,95,2,0,0,0,0,0,0,,,,,,,,,,,0
20200712,MI,3274,2496,0,80,19,0,102,0,,,,,,,,,,,0
20200712,MN,1210,147,0,62,27,3,22,0,,,,,,,,,,,0
20200712,MO,625,369,0,0,0,0,8,0,,,,,,,,,,,0
20200712,MP,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200712,MS,505,615,21,0,73,0,0,0,,,,,,,,,,,0
20200712,MT,14,0,0,0,8,0,0,0,,,,,,,,,,,0
20200712,NC,836,473,0,22,21,3,0,0,,,,,,,,,,,0
20200712,ND,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200712,NE,219,22,0,17,7,0,0,0,,,,,,,,,,,0
20200712,NH,304,7,11,3,0,0,0,0,,,,,,,,,,,0
20200712,NJ,7223,2441,2687,736,0,0,0,0,,,,,,,,,,,0
20200712,NM,98,4,59,1,236,0,0,0,,,,,,,,,,,0
20200712,NV,257,65,86,78,4,0,0,0,,,,,,,,,,,0
20200712,NY,8536,6312,6658,1687,0,0,0,0,,,,,,,,,,,0
20200712,OH,2341,585,0,33,1,1,36,0,,,,,,,,,,,0
20200712,OK,317,30,0,8,34,0,0,0,,,,,,,,,,,0
20200712,OR,171,6,0,9,3,6,2,0,,,,,,,,,,,0
20200712,PA,4925,1469,0,151,0,0,0,0,,,,,,,,,,,0
20200712,PR,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200712,RI,641,48,81,0,0,0,0,0,,,,,,,,,,,0
20200712,SC,422,386,0,8,0,0,0,0,,,,,,,,,,,0
20200712,SD,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200712,TN,413,263,0,12,0,1,0,0,,,,,,,,,,,0
20200712,TX,310,91,210,14,0,0,0,0,,,,,,,,,,,0
20200712,UT,112,5,53,10,15,12,0,0,,,,,,,,,,,0
20200712,VA,1058,455,216,114,2,0,0,0,,,,,,,,,,,0
20200712,VI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200712,VT,53,0,0,2,0,0,0,0,,,,,,,,,,,0
20200712,WA,933,46,174,115,16,13,28,0,,,,,,,,,,,0
20200712,WI,577,194,0,23,10,0,0,0,,,,,,,,,,,0
20200712,WV,58,3,0,0,0,0,0,0,,,,,,,,,,,0
20200712,WY,9,0,2,0,9,0,0,0,,,,,,,,,,,0
20200715,AK,11,0,0,2,3,1,0,0,,,,,,,,,,,0
20200715,AL,593,516,0,4,0,0,0,0,,,,,,,,,,,0
20200715,AR,188,87,0,6,0,29,0,0,,,,,,,,,,,0
20200715,AS,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200715,AZ,970,69,601,27,353,0,0,0,,,,,,,,,,,0
20200715,CA,2190,621,3091,949,25,34,41,0,,,,,,,,,,,0
20200715,CO,998,108,348,53,8,5,19,0,,,,,,,,,,,0
20200715,CT,3211,646,376,48,2,0,31,0,,,,,,,,,,,0
20200715,DC,60,424,74,8,0,0,0,0,,,,,,,,,,,0
20200715,DE,325,134,33,1,0,0,0,0,,,,,,,,,,,0
20200715,FL,2135,908,1164,0,0,0,0,0,,,,,,,,,,,0
20200715,GA,1401,1436,171,49,4,6,0,0,,,,,,,,,,,0
20200715,GU,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200715,HI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200715,IA,609,38,0,23,7,15,0,0,,,,,,,,,,,0
20200715,ID,101,1,0,2,1,0,0,0,,,,,,,,,,,0
20200715,IL,3219,1998,1491,346,10,8,0,0,,,,,,,,,,,0
20200715,IN,1682,371,0,13,0,0,0,0,,,,,,,,,,,0
20200715,KS,207,64,0,9,2,0,0,0,,,,,,,,,,,0
20200715,KY,488,91,0,8,0,0,14,0,,,,,,,,,,,0
20200715,LA,1468,1671,0,23,4,5,0,0,,,,,,,,,,,0
20200715,MA,6284,686,576,215,0,0,0,0,,,,,,,,,,,0
20200715,MD,1431,1354,376,130,0,0,0,0,,,,,,,,,,,0
20200715,ME,104,2,0,0,0,0,0,0,,,,,,,,,,,0
20200715,MI,3290,2500,0,80,19,0,104,0,,,,,,,,,,,0
20200715,MN,1215,149,0,65,29,3,22,0,,,,,,,,,,,0
20200715,MO,643,380,0,0,0,0,9,0,,,,,,,,,,,0
20200715,MP,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200715,MS,534,641,22,0,74,0,0,0,,,,,,,,,,,0
20200715,MT,17,0,0,0,10,0,0,0,,,,,,,,,,,0
20200715,NC,873,496,0,22,23,3,0,0,,,,,,,,,,,0
20200715,ND,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200715,NE,220,22,0,16,7,0,0,0,,,,,,,,,,,0
20200715,NH,326,8,11,3,0,0,0,0,,,,,,,,,,,0
20200715,NJ,7249,2451,2700,738,0,0,0,0,,,,,,,,,,,0
20200715,NM,98,4,59,1,236,0,0,0,,,,,,,,,,,0
20200715,NV,270,68,89,82,4,0,0,0,,,,,,,,,,,0
20200715,NY,8569,6324,6629,1694,0,0,0,0,,,,,,,,,,,0
20200715,OH,2349,592,0,33,1,1,37,0,,,,,,,,,,,0
20200715,OK,325,30,0,8,35,0,0,0,,,,,,,,,,,0
20200715,OR,184,6,0,9,3,6,2,0,,,,,,,,,,,0
20200715,PA,4693,1426,0,150,0,0,0,0,,,,,,,,,,,0
20200715,PR,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200715,RI,656,51,85,0,0,0,0,0,,,,,,,,,,,0
20200715,SC,457,410,0,9,0,0,0,0,,,,,,,,,,,0
20200715,SD,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200715,TN,434,280,0,13,0,1,0,0,,,,,,,,,,,0
20200715,TX,315,94,211,14,0,0,0,0,,,,,,,,,,,0
20200715,UT,118,5,54,11,21,13,0,0,,,,,,,,,,,0
20200715,VA,1071,465,220,115,2,0,0,0,,,,,,,,,,,0
20200715,VI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200715,VT,53,0,0,2,0,0,0,0,,,,,,,,,,,0
20200715,WA,921,48,184,115,30,14,16,0,,,,,,,,,,,0
20200715,WI,582,197,0,23,10,0,0,0,,,,,,,,,,,0
20200715,WV,58,3,0,0,0,0,0,0,,,,,,,,,,,0
20200715,WY,9,0,2,0,9,0,0,0,,,,,,,,,,,0
20200719,AK,11,0,0,2,4,1,0,0,,,,,,,,,,,0
20200719,AL,637,537,0,4,0,0,0,0,,,,,,,,,,,0
20200719,AR,202,93,0,6,0,29,0,0,,,,,,,,,,,0
20200719,AS,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200719,AZ,1065,81,720,29,379,0,0,0,,,,,,,,,,,0
20200719,CA,2298,654,3359,993,25,40,41,0,,,,,,,,,,,0
20200719,CO,1005,108,353,53,9,5,20,0,,,,,,,,,,,0
20200719,CT,3218,651,380,49,2,0,31,0,,,,,,,,,,,0
20200719,DC,62,426,76,8,0,0,0,0,,,,,,,,,,,0
20200719,DE,326,134,34,1,0,0,0,0,,,,,,,,,,,0
20200719,FL,2345,981,1286,0,0,0,0,0,,,,,,,,,,,0
20200719,GA,1428,1463,181,49,4,7,0,0,,,,,,,,,,,0
20200719,GU,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200719,HI,0,0,0,0,0,0,0,0,,,,,,,,,,,0
20200719,IA,626,39,0,23,7,15,0,0,,,,,,,,,,,0
20200719,ID,109,1,0,2,1,0,0,0,,,,,,,,,,,0
20200719,IL,3251,2012,1510,347,10,9,0,0,,,,,,,,,,,0
20200719,IN,1704,373,0,14,0,0,0,0,,,,,,,,,,,0
20200719,KS,207,64,0,9,2,0,0,0,,,,,,,,,,,0
20200719,KY,508,91,0,8,0,0,14,0,,,,,,,,,,,0
20200719,LA,1468,1671,0,23,4,5,0,0,,,,,,,,,,,0
20200719,MA,6337,691,582,217,0,0,0,0,,,,,,,,,,,0
20200719,MD,1441,1370,382,130,0,0,0,0,,,,,,,,,,,0
20200719,ME,104,2,0,0,0,0,0,0,,,,,,,,,,,0
20200719,MI,3306,2516,0,80,19,0,105,0,,,,,,,,,,,0
20200719,MN,1234,151,0,67,30,3,22,0,,,,,,,,,,,0
20200719,MO,666,383,0,0,0,0,11,0,,,,,,,,,,,0
20200719,MP,0,0,0,0,0,0,0,0,,,,,,,,,,,0
